Código;NOMBRE;"Agua
%";"Kcal.
Energía";"g
Proteina";"g
Grasa Total";"g
Carbo-hidratos";"g
Fibra Diet.
total";"g
Ceniza";"mg
Calcio";"mg
Fosforo";"mg
Hierro";"mg
Tiamina";"mg
Riboflavina";"mg
Niacina";"mg
Vit. C";"mcg
Vit. A Equiv.
Retinol";"g
Ác. grasos
mono-insat.";"g
Ác. grasos
poli-insat.";"g
Ác. Grasos
saturados";"mg
Colesterol";"mg
Potasio";"mg
Sodio";"mg
Zinc";"mg
Magnesio";"mg
Vit. B6";"mcg
Vit. B12";"mcg
Ac. Fólico";"mcg
Folato
Equiv. FD";"%
Fracción
Comestible"
17022;BEBIDA NUTRITIVA- INCAPARINA, POLVO;7.24;368;20.70;2.00;68.00;;4.50;305;;20.00;1.20;1.30;16.00;;1350;;;;;;;15.00;;;1.01;187;;1.00
17072;BEBIDA NUTRITIVA- INCAPARINA, POLVO INSTANTÁNEO;6.00;363;17.65;2.00;62.50;;4.50;;;;;;;;;;;;;;;;;;;;;1.00
17067;BEBIDA NUTRITIVA- INCAPARINA, PREPARADA;;43;1.56;0.36;8.62;0.00;0.31;22;45;0.71;0.11;0.06;0.86;0;134;0.00;0.00;0.00;0;0;0;0.00;0;0.00;0.00;0;;1.00
17023;BEBIDA NUTRITIVA- PROTINA, POLVO;;376;12.00;1.50;78.80;;;380;280;11.20;1.70;1.01;13.62;;1000;;;;;;;;;;;;;1.00
17024;BEBIDA NUTRITIVA- VITATOL, POLVO;6.25;382;21.00;1.60;64.00;;2.50;332;594;16.00;1.70;1.01;13.62;;1500;;;;;;;;;;;;;1.00
17070;BEBIDA NUTRITIVA- VITATOL, PREPARADA;;40;1.58;0.18;8.22;0.00;0.35;39;40;0.35;0.06;0.07;0.43;0;114;0.01;0.00;0.01;0;42;12;0.09;3;0.01;0.09;1;;1.00
19001;BEBIDA-BEBE, JUGO PROCESADO, FRUTAS MIXTAS;87.90;47;0.10;0.10;11.60;0.10;0.20;8;5;0.34;0.02;0.01;0.12;64;2;0.01;0.04;0.01;0;101;4;0.03;5;0.04;0.00;0;7;1.00
19047;BEBIDA-BEBE, JUGO PROCESADO, FRUTAS MIXTAS C/YOGURT;81.50;76;2.40;0.80;14.68;0.40;0.62;81;60;0.20;0.04;0.10;0.16;34;5;0.22;0.02;0.52;3;137;36;0.14;10;0.05;0.43;0;6;1.00
19002;BEBIDA-BEBE, JUGO PROCESADO, MANZANA;88.00;47;0.00;0.10;11.70;0.10;0.20;4;5;0.57;0.01;0.02;0.08;58;1;0.00;0.03;0.02;0;91;3;0.03;3;0.03;0.00;0;0;1.00
19003;BEBIDA-BEBE, JUGO PROCESADO, MANZANA Y MELOCOTÓN;89.00;42;0.20;0.10;10.50;0.10;0.30;3;4;0.56;0.01;0.01;0.21;59;3;0.00;0.03;0.02;0;97;1;0.03;3;0.02;0.00;0;1;1.00
19004;BEBIDA-BEBE, JUGO PROCESADO, MANZANA Y UVA;88.10;46;0.10;0.20;11.34;0.10;0.26;6;5;0.39;0.01;0.02;0.11;136;0;0.01;0.06;0.04;0;90;3;0.04;3;0.03;0.00;0;1;1.00
19005;BEBIDA-BEBE, JUGO PROCESADO, NARANJA;88.50;44;0.60;0.30;10.20;0.10;0.40;12;11;0.17;0.05;0.03;0.24;63;3;0.05;0.06;0.04;0;184;1;0.06;9;0.05;0.00;0;26;1.00
19006;BEBIDA-BEBE, JUGO PROCESADO,NARANJA Y PIÑA;87.30;48;0.50;0.10;11.70;0.10;0.40;8;9;0.42;0.05;0.02;0.19;53;2;0.01;0.02;0.01;0;141;2;0.04;9;0.06;0.00;0;19;1.00
19048;BEBIDA-BEBE, JUGO PROCESADO,PERA;87.90;47;0.00;0.00;11.86;0.10;0.24;12;12;0.00;0.01;0.03;0.30;34;0;0.00;0.00;0.00;0;130;0;0.08;8;0.01;0.00;0;4;1.00
19049;BEBIDA-BEBE, JUGO PROCESADO,ZANAHORIA Y NARANJA;89.10;43;0.50;0.10;9.90;0.40;0.25;16;19;0.20;0.06;0.05;0.21;34;94;0.01;0.03;0.01;0;174;10;0.07;10;0.05;0.00;0;39;1.00
11024;BERENJENA COCIDA S/SAL, ESCURRIDA;89.67;35;0.83;0.23;8.73;2.50;0.54;6;15;0.25;0.08;0.02;0.60;1;2;0.02;0.09;0.04;0;123;1;0.12;11;0.09;0.00;0;14;1.00
11023;BERENJENA CRUDA;92.41;24;1.01;0.19;5.70;3.40;0.70;9;25;0.24;0.04;0.04;0.65;2;1;0.02;0.08;0.03;0;230;2;0.16;14;0.08;0.00;0;22;0.81
11025;BERRO, CRUDO;92.20;22;2.80;0.40;3.30;1.51;1.30;117;76;1.90;0.12;0.10;1.00;44;161;0.24;0.23;0.02;0;606;14;0.23;;0.25;0.00;0;80;0.60
11026;BLEDO/AMARANTO, HOJAS;87.77;32;2.72;0.55;5.73;1.73;2.54;278;81;6.34;0.05;0.24;1.20;65;517;;;;;;;;;;;;;0.72
21001;BOLLO C/HUEVO;50.06;274;8.53;16.23;23.46;0.60;1.77;60;285;2.13;0.22;0.36;1.58;0;132;6.67;4.71;3.48;180;175;655;0.73;14;0.08;0.46;24;59;1.00
21002;BOLLO C/HUEVO Y JAMÓN;54.66;240;10.64;14.08;18.31;0.40;2.31;115;165;2.37;0.35;0.31;1.04;0;123;5.71;4.01;3.08;156;166;720;1.16;16;0.14;0.62;17;46;1.00
21094;BOLLO C/HUEVO Y TOCINO;46.67;305;11.33;20.73;19.06;0.50;2.40;126;159;2.49;0.09;0.15;1.60;2;72;8.96;4.98;5.30;235;167;666;1.09;16;0.09;0.69;20;54;1.00
21095;BOLLO C/JAMÓN;28.40;342;11.85;16.30;38.75;0.70;4.70;142;490;2.41;0.45;0.28;3.08;0;27;4.28;0.92;10.10;22;174;1268;1.46;20;0.12;0.03;27;53;1.00
21096;BOLLO C/SALCHICHA;29.30;391;9.77;25.63;32.29;1.10;3.00;103;360;2.08;0.32;0.23;2.64;0;10;10.34;2.44;11.47;28;160;864;1.25;16;0.09;0.41;30;58;1.00
11028;BROCOLI/BRECOL COCIDO S/SAL, ESCURRIDO;89.25;35;2.38;0.41;7.18;3.30;0.77;40;67;0.67;0.06;0.12;0.55;65;77;0.04;0.17;0.08;0;293;41;0.45;21;0.20;0.00;0;108;1.00
11027;BROCOLI/BRECOL CRUDO;89.30;34;2.82;0.37;6.64;2.60;0.87;47;66;0.73;0.07;0.12;0.64;89;31;0.01;0.04;0.04;0;316;33;0.41;21;0.17;0.00;0;63;0.59
11008;BROTES DE ALFALFA;91.14;29;3.99;0.69;3.78;2.50;0.40;32;70;0.96;0.08;0.13;0.48;8;8;0.06;0.41;0.07;0;79;6;0.92;27;0.03;0.00;0;36;1.00
11177;BROTES DE BAMBU;91.00;27;2.60;0.30;5.20;2.20;0.90;13;59;0.50;0.15;0.07;0.60;4;1;0.01;0.13;0.07;0;533;4;1.10;3;0.24;0.00;0;7;0.29
11022;BROTES DE SOYA;69.05;122;13.09;6.70;9.57;1.10;1.59;67;164;2.10;0.34;0.12;1.15;15;1;1.52;3.78;0.93;0;484;14;1.17;72;0.18;0.00;0;172;1.00
13078;BULGUR, COCIDO;77.76;83;3.08;0.24;18.58;4.50;0.34;10;40;0.96;0.06;0.03;1.00;0;0;0.03;0.10;0.04;0;68;5;0.57;32;0.08;0.00;0;18;1.00
13109;BULGUR, CRUDO (PL 480);9.00;342;12.30;1.30;75.90;18.30;1.50;110;300;2.90;0.44;0.26;3.53;0;662;;;;;410;17;1.90;164;0.30;0.00;;;1.00
21008;BURRITO, CARNE DE RES;49.61;238;12.09;9.46;26.60;;2.24;38;79;2.77;0.11;0.42;2.93;1;6;3.37;0.39;4.75;29;336;678;2.15;37;0.14;0.89;41;88;1.00
21009;BURRITO, CARNE DE RES C/CHILE;54.45;212;10.70;8.23;24.60;;2.02;43;70;2.21;0.20;0.40;2.53;1;12;3.02;0.49;3.98;27;248;555;2.15;30;0.15;0.64;30;69;1.00
21010;BURRITO, CARNE DE RES C/QUESO Y CHILE;55.19;208;13.46;8.15;20.96;;2.24;73;104;2.57;0.20;0.41;2.74;1;65;3.27;0.73;3.42;56;219;688;2.60;23;0.12;0.68;27;65;1.00
21003;BURRITO, FRIJOLES;52.53;206;6.48;6.22;32.92;;1.85;52;45;2.08;0.29;0.28;1.87;1;8;2.18;0.55;3.17;2;301;454;0.70;40;0.14;0.50;31;62;1.00
21004;BURRITO, FRIJOLES C/CARNE DE RES;51.89;220;9.73;7.71;28.58;;2.09;46;61;2.12;0.23;0.36;2.34;1;14;3.04;0.53;3.60;21;284;578;1.66;36;0.16;0.75;18;63;1.00
21097;BURRITO, FRIJOLES C/CHILE;54.37;202;8.03;7.19;28.47;;1.94;49;56;2.23;0.22;0.35;2.15;1;5;2.63;0.47;3.73;16;284;512;1.67;35;0.14;0.57;29;67;1.00
21005;BURRITO, FRIJOLES C/QUESO;53.91;203;8.10;6.29;29.55;;2.15;115;97;1.22;0.12;0.38;1.92;1;53;1.34;0.96;3.68;15;267;627;0.88;43;0.13;0.48;23;56;1.00
21006;BURRITO, FRIJOLES C/QUESO Y CARNE DE RES;64.94;163;7.18;6.55;19.55;;1.77;64;69;1.84;0.15;0.35;1.90;3;74;2.20;0.50;3.52;61;202;488;1.16;25;0.11;0.54;7;42;1.00
21007;BURRITO, FRIJOLES C/QUESO Y CHILE;55.77;197;9.91;6.84;25.35;;2.14;86;85;2.29;0.16;0.36;2.29;2;55;2.52;0.38;3.33;47;241;613;1.81;29;0.12;0.59;6;53;1.00
11029;BUSNAY, FLORES;82.40;55;6.30;1.20;8.40;;1.70;403;136;1.40;0.04;0.49;1.79;13;;;;;;;;;;;;;;0.40
21036;C/VEGETALES C/COND.HAMBURGUESA,GRANDEDOBLE CARNE,;53.74;239;15.17;11.75;17.82;;1.52;45;139;2.59;0.16;0.17;3.35;1;2;4.57;1.24;4.65;54;252;350;2.51;22;0.24;1.80;22;49;1.00
17081;CAFÉ CON COCOA (MOCA), DECAFÉINADO, POLVO;3.10;257;9.00;13.21;71.40;4.80;3.29;60;451;3.06;0.02;0.11;4.66;0;0;0.95;0.35;11.38;0;1856;500;1.01;122;0.03;0.00;0;5;1.00
17082;CAFÉ DE CEREALES PREPARADO CON AGUA;98.37;6;0.10;0.04;1.30;0.40;0.18;3;10;0.08;0.01;0.00;0.29;0;0;0.01;0.02;0.01;0;41;4;0.01;5;0.01;0.00;0;1;1.00
17083;CAFÉ EXPRESO, RESTAURANTE;97.80;2;0.12;0.18;0.00;0.00;0.23;2;7;0.13;0.00;0.18;5.21;0;0;0.00;0.09;0.09;0;115;14;0.05;80;0.00;0.00;0;1;1.00
17043;CAFÉ INSTANTÁNEO, DESCAFÉINADO, POLVO;3.20;224;11.60;0.20;42.60;0.00;9.00;140;286;3.80;0.00;1.36;28.08;0;0;0.02;0.10;0.10;0;3501;23;0.11;311;0.00;0.00;0;0;1.00
17044;CAFÉ INSTANTÁNEO, DESCAFÉINADO, PREPARADO C/AGUA S/AZÚCAR;98.93;2;0.12;0.00;0.43;0.00;0.19;3;4;0.06;0.00;0.01;0.28;0;0;0.00;0.00;0.00;0;46;2;0.00;5;0.00;0.00;0;0;1.00
17041;CAFÉ INSTANTÁNEO, POLVO;3.10;241;12.20;0.50;41.10;0.00;8.80;141;303;4.41;0.01;0.07;28.17;0;0;0.04;0.20;0.20;0;3535;37;0.35;327;0.03;0.00;0;0;1.00
17042;CAFÉ INSTANTÁNEO, PREPARADO C/AGUA S/AZÚCAR;99.09;2;0.10;0.00;0.34;0.00;0.17;4;3;0.04;0.00;0.00;0.24;0;0;0.00;0.00;0.00;0;30;2;0.01;3;0.00;0.00;0;0;1.00
17084;CAFÉ INSTANTÁNEO, SABOR CAPUCHINO, C/AZÚCAR, POLVO;1.30;406;3.10;5.56;85.94;1.20;4.10;133;183;0.48;0.11;0.04;2.26;1;0;1.60;0.24;3.42;2;831;180;0.25;43;0.04;0.38;0;5;1.00
17039;CAFÉ TOSTADO MOLIDO, POLVO;5.00;226;12.60;14.80;63.40;;4.80;148;198;2.90;0.07;0.05;17.00;;;;;;;;;;;;;;;1.00
17040;CAFÉ TOSTADO MOLIDO, PREPARADO C/AGUA S/AZÚCAR;99.39;1;0.12;0.02;0.00;0.00;0.35;2;3;0.01;0.01;0.08;0.19;0;0;0.01;0.00;0.00;0;49;2;0.02;3;0.00;0.00;0;2;1.00
11030;CAIBA/CAIGUA/CICLANTERA;94.50;17;0.60;0.10;4.00;;0.80;13;26;0.60;0.04;0.04;0.30;14;9;;;;;;;;;;;;;0.89
12012;CAIMITO MADURO;82.80;68;0.80;1.60;14.50;;0.30;21;17;0.80;0.04;0.03;1.00;11;;;;;;;;;;;;;;0.48
12013;CAIMITO VERDE;80.10;84;1.40;3.20;14.60;;0.70;22;21;0.60;0.02;0.01;0.90;3;;;;;;;;;;;;;;0.48
11021;CALABACITA/GUICOYITO/PIPIAN;92.80;24;1.00;0.20;5.50;;0.50;19;32;0.60;0.05;0.04;0.50;19;369;0.01;0.01;0.01;0;176;1;0.20;;;;;;0.97
20005;CALDO DE FRIJOL;92.50;22;1.90;0.10;3.50;;2.00;12;15;0.10;0.14;0.04;0.58;0;;;;;;;;;;;;;;1.00
20007;CALDO DE POLLO,CONDENSADO,ENLATADO;91.96;31;4.42;1.04;0.75;0.00;1.83;6;60;0.41;0.01;0.05;2.23;0;0;0.47;0.22;0.31;1;170;626;0.20;2;0.02;0.20;0;4;1.00
20010;CALDO DE POLLO,DESHIDRATADO,EN CUBITOS;2.50;198;14.60;4.70;23.50;0.00;54.70;190;191;1.87;0.19;0.38;3.90;1;0;1.95;1.63;1.25;13;374;24000;0.20;56;0.10;0.30;0;32;1.00
20011;CALDO DE POLLO,DESHIDRATADO,EN POLVO;2.27;267;16.66;13.88;18.01;0.00;49.18;187;166;1.03;0.10;0.43;2.46;1;0;5.36;4.48;3.43;13;309;18586;0.09;56;0.10;0.30;0;32;1.00
20006;CALDO DE POLLO,O GALLINA;89.10;89;0.20;9.80;0.00;;1.40;5;30;0.40;0.02;0.04;1.08;0;;;;;;;;;;;;;;1.00
20008;CALDO DE RES,;92.40;40;1.20;2.40;3.30;;0.70;14;46;0.90;0.05;0.06;0.96;6;;;;;;;;;;;;;;1.00
20009;CALDO DE RES,CONDENSADO,ENLATADO;92.60;24;4.37;0.00;1.44;0.00;1.59;7;26;0.43;0.02;0.02;0.58;1;0;;;0.00;0;125;520;0.30;0;0.02;0.00;0;2;1.00
20012;CALDO DE RES,DESHIDRATADO,EN CUBITOS;3.30;170;17.30;4.00;16.10;0.00;59.30;60;225;2.23;0.20;0.24;3.30;0;0;1.67;0.16;1.99;4;403;24000;0.21;50;0.20;1.00;0;32;1.00
20013;CALDO DE RES,DESHIDRATADO,EN POLVO;3.27;238;15.97;8.89;23.65;0.00;48.22;60;320;1.00;0.07;0.24;4.47;0;0;3.62;0.33;4.32;10;446;16982;0.00;51;0.20;1.00;0;32;1.00
21011;CAMARONES EMPANIZADOS Y FRITOS;47.82;277;11.51;15.18;24.39;;1.10;51;210;1.80;0.13;0.55;0.00;0;22;10.60;0.39;3.28;122;112;882;0.74;24;0.04;0.09;32;83;1.00
11034;CAMOTE/BATATA ANARANJADO COCIDO, S/CÁSCARA S/SAL;80.13;76;1.37;0.14;17.72;2.50;0.63;27;32;0.72;0.06;0.05;0.54;13;787;0.00;0.08;0.04;0;230;27;0.20;18;0.17;0.00;0;6;1.00
11033;CAMOTE/BATATA ANARANJADO, CRUDO;77.28;86;1.57;0.05;20.12;3.00;0.99;30;47;0.61;0.08;0.06;0.56;2;709;0.00;0.01;0.02;0;337;55;0.30;25;0.21;0.00;0;11;0.72
11035;CAMOTE/BATATA PALIDO;70.60;103;1.00;0.40;24.00;;;41;;0.60;0.09;0.03;0.60;23;26;0.01;0.11;0.06;0;204;13;0.28;10;0.26;0.00;14;;0.78
11032;CAMOTE/BATATA, HOJAS;86.30;48;3.20;0.80;8.50;2.00;1.20;111;30;2.90;0.08;0.26;0.70;58;51;0.01;0.13;0.06;0;518;9;0.29;;0.19;0.00;0;80;0.94
11031;CANCHON O REPOLLO CHINO (PE-TSAI);95.60;14;0.80;0.40;2.50;1.20;0.70;52;24;0.40;0.03;0.03;0.40;24;16;0.02;0.07;0.04;0;238;9;0.23;;0.23;0.00;0;79;0.69
22005;CANELA, MOLIDA;9.52;261;3.89;3.19;79.85;54.30;3.55;1228;61;38.07;0.08;0.14;1.30;29;14;0.48;0.53;0.65;0;500;26;1.97;56;0.31;0.00;0;29;1.00
15004;CAÑA DE AZÚCAR, JUGO;78.80;82;0.30;0.10;20.50;;0.30;13;12;0.70;0.02;0.01;0.10;2;;;;;;;;;;;;;;1.00
12014;CAPULIN/CAPULINA;76.30;91;2.10;2.30;17.90;;1.40;125;94;1.20;0.06;0.05;0.50;90;;;;;;;;;;;;;;0.80
12015;CARAMBOLA;91.38;31;1.04;0.33;6.73;2.80;0.52;3;12;0.08;0.01;0.02;0.37;34;3;0.03;0.18;0.02;0;133;2;0.12;10;0.02;0.00;0;12;0.97
15006;CARAMELOS O CONFITES, DUROS;1.30;394;0.00;0.20;98.00;0.00;0.50;3;3;0.30;0.00;0.00;0.01;0;0;0.00;0.00;0.00;0;5;38;0.01;3;0.00;0.00;0;0;1.00
15007;CARAMELOS O CONFITES, SUAVES;1.00;396;0.00;0.00;98.90;0.10;0.10;3;1;0.40;0.01;0.01;0.01;0;0;0.00;0.00;0.00;0;5;44;0.00;1;0.00;0.00;0;0;1.00
12016;CAS;86.50;48;1.20;0.80;10.40;;1.10;17;31;6.70;0.03;0.03;0.60;240;;;;;;;;;;;;;;1.00
10004;CASTAÑA, FRESCA;53.20;191;2.80;1.50;41.50;;1.00;29;87;1.70;0.23;0.22;0.50;;1;0.43;0.49;0.23;0;484;2;0.49;;0.35;0.00;0;58;0.81
10005;CASTAÑA, SECA;8.40;377;6.70;4.10;78.60;;2.20;57;170;3.30;0.34;0.39;0.80;;0;1.35;1.55;0.74;0;991;37;0.35;;0.67;0.00;0;110;0.82
13010;CEBADA, GRANO ENTERO;9.44;354;12.48;2.30;73.48;17.30;2.29;33;264;3.60;0.65;0.28;4.60;0;1;0.29;1.11;0.48;0;452;12;2.77;133;0.32;0.00;0;19;1.00
13011;CEBADA, PERLADA;10.09;352;9.91;1.16;77.72;15.60;1.11;29;221;2.50;0.19;0.11;4.60;0;1;0.15;0.56;0.24;0;280;9;2.13;79;0.26;0.00;0;23;1.00
11036;CEBOLLA, CABEZA;88.10;45;1.40;0.20;9.70;;0.60;30;40;1.00;0.04;0.03;0.30;10;0;0.04;0.10;0.04;0;157;10;0.10;;0.16;;20;;0.91
11038;CEBOLLA, CABEZA Y TALLOS;89.83;32;1.83;0.19;7.34;2.60;0.81;72;37;1.48;0.05;0.08;0.52;19;50;0.03;0.07;0.03;0;276;16;0.39;20;0.06;0.00;0;64;0.96
22006;CEBOLLA, POLVO;5.01;347;10.12;1.05;80.67;5.70;3.15;363;340;2.56;0.42;0.06;0.65;15;0;0.16;0.44;0.18;0;943;54;2.33;122;1.22;0.00;0;166;1.00
11037;CEBOLLA, TALLOS;92.20;26;1.80;0.60;4.70;3.50;0.70;42;43;3.40;0.05;0.11;0.70;39;200;0.01;0.04;0.02;0;260;4;0.45;;0.06;0.00;0;14;1.00
11039;CEBOLLÍN;92.60;24;1.10;0.20;5.50;;0.60;76;26;0.90;0.04;0.11;0.30;22;390;;;;0;231;5;0.10;;;;;;0.90
13012;CENTENO, GRANO ENTERO;10.95;335;14.76;2.50;69.76;14.60;2.02;33;374;2.67;0.32;0.25;4.27;0;1;0.30;1.12;0.29;0;264;6;3.73;121;0.29;0.00;0;60;1.00
13013;CEREAL DESAYUNO, ALL BRAN;2.12;260;13.14;4.90;74.24;29.30;5.60;389;1150;17.60;2.27;2.71;14.80;20;525;0.67;2.11;0.64;0;1020;242;12.40;362;12.00;18.80;1269;2198;1.00
13095;CEREAL DESAYUNO, BANANO&NUECES (BANANA NUT CRUNCH);4.50;422;8.50;10.30;74.00;6.80;2.50;36;310;27.46;0.64;0.72;8.47;0;;;;1.40;0;290;428;2.54;82;0.85;2.54;150;274;1.00
13014;CEREAL DESAYUNO, BRAN FLAKES;3.70;320;9.40;2.20;80.40;17.60;4.00;56;508;27.00;1.25;1.42;16.67;0;751;0.29;1.02;0.40;0;616;732;5.00;214;1.67;5.00;314;553;1.00
13015;CEREAL DESAYUNO, CHOCO KRISPIES;2.81;381;5.22;2.90;86.05;1.90;3.02;17;102;22.20;1.49;2.27;16.00;48;492;0.40;0.23;1.99;0;197;635;4.80;38;3.28;6.92;633;1080;1.00
13096;CEREAL DESAYUNO, COMPLETE /KOMPLETE;3.00;318;10.00;2.00;79.00;17.50;6.00;53;540;62.00;5.40;5.90;69.00;207;1294;0.50;1.10;0.40;0;590;715;52.50;140;7.00;20.70;1371;2350;1.00
13097;CEREAL DESAYUNO, COMPLETE /KOMPLETE, MIEL Y PASAS;4.26;465;10.32;17.90;65.74;8.30;1.78;110;306;2.50;0.34;0.36;1.85;3;1;6.79;2.30;6.97;2;504;51;1.88;108;2.84;0.00;0;38;1.00
13016;CEREAL DESAYUNO, CORN FLAKES;3.76;361;6.61;0.59;87.11;2.50;1.93;4;37;29.00;2.13;2.64;24.40;22;456;0.11;0.32;0.19;0;79;723;0.18;9;3.44;9.47;446;792;1.00
13098;CEREAL DESAYUNO, CORN FLAKES c/MIEL;3.00;385;6.80;1.90;87.00;3.40;2.10;22;60;6.20;1.25;1.50;16.60;20;502;1.00;0.60;0.30;0;102;700;0.30;22;1.70;5.00;314;553;1.00
13017;CEREAL DESAYUNO, CORN POPS;3.00;378;3.70;0.75;90.00;0.80;2.55;17;31;6.20;1.20;1.40;16.10;19;462;0.24;0.20;0.18;0;85;386;4.90;7;1.60;4.90;310;546;1.00
13018;CEREAL DESAYUNO, FROOT LOOPS;2.80;393;5.04;3.10;87.48;2.50;1.58;14;112;20.40;2.25;1.94;24.20;47;467;0.43;0.68;1.52;0;120;501;19.00;33;3.68;7.07;333;585;1.00
13099;CEREAL DESAYUNO, FROOT LOOPS c/MARSHMALLOW;2.50;394;4.10;2.40;89.90;1.50;1.20;11;57;15.00;1.25;1.42;17.00;50;516;0.50;0.60;1.30;0;85;359;5.00;24;1.70;5.00;320;563;1.00
13019;CEREAL DESAYUNO, GRANOLA;5.41;490;14.87;24.36;52.95;8.60;2.42;78;457;4.25;0.74;0.29;2.12;1;1;7.64;10.71;4.54;0;537;22;4.11;175;0.31;0.00;0;83;1.00
13100;CEREAL DESAYUNO, GRANOLA c/FRUTAS;6.72;386;8.00;4.60;80.00;5.00;2.11;36;273;2.00;0.16;0.06;1.72;0;0;2.12;1.14;0.85;0;279;376;1.10;44;0.11;0.00;0;13;1.00
13102;CEREAL DESAYUNO, GRANOLA c/MIEL;2.18;455;10.60;18.83;66.43;7.30;1.93;119;343;2.58;0.32;0.27;2.01;1;1;4.47;1.89;8.25;2;495;48;2.36;111;0.18;0.25;0;36;1.00
13101;CEREAL DESAYUNO, GRANOLA c/PASAS;3.50;366;8.00;5.00;80.00;5.00;3.50;42;234;3.00;0.63;0.70;8.30;6;375;2.40;0.90;1.10;0;300;246;6.30;75;3.30;10.00;653;1129;1.00
13103;CEREAL DESAYUNO, NESQUICK CHOCOLATE;2.04;407;5.00;5.40;85.00;0.00;3.05;333;133;15.00;1.25;1.42;16.70;20;501;;;1.30;0;223;615;12.50;27;1.67;5.00;314;553;1.00
13020;CEREAL DESAYUNO, RICE KRISPIES;4.19;387;6.37;1.22;85.50;0.60;2.72;8;99;6.06;2.20;2.25;22.98;24;514;0.26;0.37;0.36;0;110;950;1.16;25;3.27;6.10;454;776;1.00
13021;CEREAL DESAYUNO, ZUCARITAS DE MAÍZ;3.00;367;3.30;0.52;90.30;3.20;2.88;5;34;14.50;1.20;1.50;16.20;20;517;0.09;0.30;0.17;0;73;479;0.18;8;1.60;5.00;308;543;1.00
19007;CEREAL-CERELAC, TRIGO C/LECHE;2.50;419;15.50;9.00;68.90;1.40;2.70;400;330;7.50;0.80;0.30;4.00;35;310;;;;;530;180;;;;0.75;22;;1.00
19008;CEREAL-CERELAC, TRIGO, BANANO C/LECHE;2.60;413;15.50;9.00;67.50;2.00;3.40;452;373;7.50;0.80;0.30;4.00;35;309;;;;;772;203;;;;0.75;23;;1.00
19009;CEREAL-CERELAC, TRIGO, MILO C/LECHE;2.50;414;15.50;9.00;67.80;1.90;3.30;500;405;7.50;0.80;0.30;4.00;35;309;;;;;630;205;;;;0.75;23;;1.00
19010;CEREAL-GERBER,ARROZ;5.80;380;4.00;3.50;83.00;1.00;;451;330;26.00;0.63;;16.00;130;313;;;;;130;240;12.00;48;1.15;0.72;32;;1.00
19056;CEREAL-GERBER,ARROZ C/FRUTAS;4.00;390;5.00;3.50;84.00;0.00;;451;329;26.00;0.63;;16.00;129;313;;;;;310;115;12.00;47;1.12;0.71;32;;1.00
19011;CEREAL-GERBER,ARROZ C/LECHE;1.90;399;14.90;5.70;72.10;5.20;5.40;1000;780;20.00;0.80;0.90;15.00;85;200;;;;;665;216;;;0.14;0.51;16;;1.00
19012;CEREAL-GERBER,AVENA;6.60;390;12.00;7.00;70.00;6.00;;451;329;26.00;0.60;;16.00;129;313;;;;;320;220;12.00;47;1.14;0.71;32;;1.00
19017;CEREAL-GERBER,AVENA C/LECHE Y BANANO;1.60;402;14.70;6.00;72.30;1.50;5.40;1000;780;20.00;0.80;0.92;15.00;85;200;;;;;788;200;;;0.12;0.65;11;;1.00
19013;CEREAL-GERBER,CEBADA;6.80;374;9.20;3.20;77.00;2.80;3.80;634;528;40.00;0.67;0.25;15.00;85;200;;;;;359;10;;;0.23;0.00;23;;1.00
19014;CEREAL-GERBER,MAÍZ;7.50;374;6.80;2.00;81.10;1.90;2.00;634;528;40.00;0.67;0.25;15.00;85;200;;;;;86;2;;;0.07;0.00;12;;1.00
19057;CEREAL-GERBER,MIXTO;4.10;390;9.00;4.00;79.00;2.00;;451;330;26.50;0.64;;16.30;129;313;;;;;170;260;11.60;49;1.14;0.69;32;;1.00
19016;CEREAL-GERBER,TRIGO C/LECHE;1.20;404;14.80;5.90;72.80;2.10;5.30;1000;780;20.00;0.80;0.92;15.00;85;200;;;;;713;238;;;0.11;0.58;18;;1.00
19015;CEREAL-GERBER,TRIGO C/MANZANA;2.50;409;10.40;6.80;76.50;5.50;3.80;634;528;20.00;0.67;0.25;15.00;85;200;;;;;550;141;;;0.26;0.00;38;;1.00
19058;CEREAL-GERBER,TRIGO C/MIEL;2.30;400;6.00;3.50;85.00;1.00;;450;330;26.00;0.64;;16.00;129;313;;;;;160;140;11.50;49;1.13;0.70;32;;1.00
19055;CEREAL-NESTUM, TRIGO;;376;8.10;2.35;80.60;3.20;0.90;135;110;15.00;0.90;;4.80;80;750;;;;;170;25;10.00;;0.25;0.50;90;;1.00
19023;CEREAL-NESTUM, TRIGO C/CHOCOLATE;4.00;372;8.90;1.50;80.80;3.80;1.00;140;110;15.00;0.55;;8.00;65;210;;;;;630;205;;;0.27;0.50;18;;1.00
19054;CEREAL-NESTUM, TRIGO C/LECHE;;412;15.00;9.00;67.80;1.30;2.50;410;340;7.50;0.50;0.30;2.40;40;375;;;;;530;165;5.00;;0.25;0.70;50;;1.00
19053;CEREAL-NESTUM, TRIGO C/MANZANA HOJUELAS;;369;7.00;0.95;83.00;3.10;1.00;145;90;15.00;0.90;;4.80;80;750;;;;;180;65;10.00;;0.25;0.50;90;;1.00
19022;CEREAL-NESTUM, TRIGO C/MIEL;3.00;371;8.60;0.90;82.20;2.10;1.30;125;90;15.00;0.90;;1.80;80;750;;;;;110;295;10.00;;0.25;0.50;90;;1.00
